,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,revenue
10519,I Love,63,210197,0.274,0.671,0.565,6.51E-05,11,0.37,-7.401,0,0.16,150.014,4,0.561,9795
10520,Who Hurt You?,61,231964,0.586,0.649,0.493,0.000167,11,0.0667,-7.645,0,0.11,104.542,4,0.277,5220
10521,Superstition - Single Version,67,244826,0.0179,0.647,0.742,0.000594,8,0.046,-8.788,1,0.0953,100.645,4,0.868,7752
10522,Rock the Casbah - Remastered,72,222426,0.287,0.796,0.872,0,9,0.284,-6.722,0,0.0573,129.894,4,0.866,98851
10523,For Real,10,226333,0.32,0.595,0.525,0,11,0.0419,-7.338,1,0.245,136.061,4,0.756,22756
10524,Collide,52,187149,0.617,0.592,0.533,0.0116,4,0.0588,-9.749,1,0.0338,96.365,4,0.206,5341
10525,Blue and Green,65,174000,0.897,0.638,0.0389,0.849,1,0.0731,-17.75,1,0.115,79.888,4,0.48,9746
10526,1942,49,213586,0.0202,0.821,0.629,0,4,0.0925,-5.125,0,0.271,162.973,4,0.816,9351
10527,Rock Your Body,58,221228,0.107,0.801,0.623,0.00396,0,0.0853,-7.861,1,0.0982,104.985,4,0.801,9410
10528,River Deep - Mountain High,51,214880,0.792,0.36,0.757,0.0125,3,0.147,-6.832,1,0.0405,83.865,4,0.341,2811
10529,My Dreams Have All Come True,25,264407,0.459,0.519,0.461,6.72E-06,10,0.0906,-5.719,1,0.0261,111.982,3,0.208,8616
10530,Mercy,71,332453,0.0855,0.737,0.545,9.32E-05,6,0.153,-8.536,0,0.362,140.086,4,0.443,56481
10531,Rude (Acoustic),74,223854,0.358,0.736,0.847,0,1,0.101,-4.287,1,0.0756,143.996,4,0.915,5397
10532,I Only Wanna Be With You,4,164093,6.82E-06,0.429,0.991,0.00714,2,0.0444,-4.816,1,0.0902,137.996,4,0.583,59554
10533,That's It (feat. Gucci Mane & 2 Chainz),1,207090,0.0474,0.783,0.36,0.00795,0,0.0862,-7.947,0,0.1,74.999,4,0.412,4313
10534,Jackie Chan,93,215759,0.374,0.747,0.834,0,3,0.0586,-2.867,0,0.045,128.005,4,0.687,26387
10535,Numero Uno,0,234920,0.159,0.693,0.641,0,0,0.0632,-6.113,1,0.0308,95.973,4,0.904,6206
10536,My Way,54,263906,0.65,0.343,0.314,0.000164,8,0.109,-10.809,1,0.0302,77.779,4,0.125,2726
10537,Dancing Shoes,13,229389,0.141,0.594,0.415,1.58E-06,7,0.105,-6.99,1,0.0277,138.032,4,0.205,3542
10538,"Ah, It's a Love Song",32,201000,0.0197,0.506,0.866,0,10,0.353,-3.371,1,0.0718,145.927,4,0.613,61114
10539,Bamboleo,54,203173,0.414,0.671,0.884,0.00015,6,0.0701,-9.267,0,0.0586,119.574,4,0.933,4776
10540,Headup,51,372973,0.000503,0.263,0.925,0.631,3,0.17,-5.299,1,0.118,105.253,4,0.0722,8493
10541,Number One,1,252663,0.0466,0.784,0.803,1.57E-05,9,0.0773,-3.458,0,0.0597,111.044,4,0.785,79548
10542,Amber,69,211080,0.119,0.659,0.727,0.00427,4,0.1,-8.638,0,0.0455,166.163,4,0.748,13415
10543,1901,68,193106,0.0564,0.604,0.825,5.80E-05,0,0.192,-5.373,1,0.0429,144.085,4,0.707,70117
10544,Love That About You,74,157421,0.0463,0.552,0.573,0,9,0.105,-6.585,1,0.0948,182.14,4,0.525,8263
10545,What's Up?,80,295493,0.16,0.561,0.555,0,11,0.114,-9.734,0,0.0287,134.369,4,0.497,4017
10546,For Her - Acoustic,47,206026,0.315,0.275,0.594,0,6,0.156,-5.27,1,0.0335,149.698,4,0.549,8880
10547,Rewind,72,200411,0.25,0.6,0.769,0,7,0.109,-6.089,0,0.264,178.081,4,0.491,41572
10548,Don’t Call Me Baby - 2000 Mix,50,228140,0.0585,0.808,0.982,0.00689,3,0.35,-6.588,0,0.0311,124.999,4,0.961,9923
10549,Loyal,75,264946,0.0228,0.845,0.506,1.03E-06,1,0.0879,-5.971,1,0.0409,99.051,4,0.647,69420
10550,Foolish,73,227386,0.358,0.477,0.728,0,0,0.11,-5.71,1,0.0831,89.209,4,0.69,67427
10551,Material Girl,73,240280,0.333,0.742,0.883,7.51E-06,0,0.0964,-3.419,1,0.0329,136.506,4,0.978,8350
10552,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),55,281467,0.242,0.624,0.736,0.000238,11,0.098,-5.472,0,0.0446,139.987,4,0.744,9479
10553,All My Life,54,217000,0.00491,0.631,0.807,0,11,0.178,-2.126,0,0.0348,120.021,4,0.539,5931
10554,Born On Your Own,46,170935,0.198,0.679,0.761,0,8,0.0861,-9.238,1,0.42,138.6,4,0.752,4137
10555,Horizon,63,214357,0.00133,0.662,0.711,0.864,6,0.0701,-6.945,0,0.0439,120.005,4,0.555,6216
10556,DNA.,83,185946,0.00454,0.638,0.523,0,1,0.0842,-6.664,1,0.357,139.913,4,0.422,3051
10557,Perfect Duet (Ed Sheeran & Beyoncé),86,259550,0.779,0.587,0.299,0,8,0.123,-7.365,1,0.0263,94.992,3,0.356,93368
10558,Nevermind,90,156600,0.156,0.592,0.691,9.78E-06,3,0.418,-8.354,1,0.196,99.976,4,0.0796,6541
10559,Air Castles - Original Mix,36,266874,0.0115,0.551,0.749,0.816,1,0.36,-4.683,0,0.0437,175.972,4,0.19,5708
10560,Broken Ones,60,229404,0.0598,0.445,0.721,0,11,0.129,-4.016,0,0.0471,147.902,4,0.212,6281
10561,Mercy Mercy Me (The Ecology),58,196506,0.147,0.488,0.768,0.429,11,0.0806,-8.207,0,0.042,93.617,4,0.447,4686
10562,Swing Swing,46,191573,0.0647,0.728,0.674,0.00049,8,0.0523,-6.497,1,0.0398,98.023,4,0.434,58925
10563,Corcovado - Quiet Nights Of Quiet Stars,23,253933,0.957,0.524,0.108,0.00123,0,0.139,-18.361,1,0.0493,127.982,4,0.322,7380
10564,Black Skinhead,76,188013,0.000954,0.775,0.823,0,1,0.144,-6.091,1,0.271,130.041,4,0.273,41552
10565,Trip,87,217118,0.214,0.717,0.605,0,11,0.138,-5.68,0,0.075,81.047,4,0.387,6855
10566,Stand By Me,80,180055,0.57,0.65,0.306,7.07E-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605,7185
10567,Mental Demolition,39,127204,6.66E-05,0.235,0.99,5.78E-05,4,0.176,-2.862,0,0.353,179.863,4,0.14,4510
10568,LOSE IT (feat. Lil Baby),79,237654,0.0161,0.962,0.573,0,7,0.109,-5.924,1,0.308,125.035,4,0.728,50418
10569,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,1,0.409,203.927,4,0.118,9204
10570,'Till I Collapse,85,297893,0.0757,0.572,0.853,0,1,0.0798,-3.203,1,0.217,171.297,4,0.102,76018
10571,Sweet but Psycho,89,187436,0.0691,0.719,0.704,0,1,0.166,-4.724,1,0.0476,133.002,4,0.628,9630
10572,Vibes (feat. Slimmy B & Yhung T.O.),54,130485,0.112,0.796,0.616,0,6,0.106,-7.998,1,0.266,103.054,4,0.312,6535
10573,Fuwa Sewa,34,256574,0.615,0.491,0.851,0,9,0.0958,-4.335,1,0.381,85.697,4,0.61,5698
10574,Girls And Boys,70,259386,0.00971,0.693,0.875,0,7,0.0601,-8.354,0,0.0315,120.048,4,0.901,9278
10575,Nothing to Regret,75,208485,0.243,0.697,0.521,0,5,0.189,-6.519,1,0.031,91.998,4,0.331,4845
10576,I Like It,95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,33278
10577,Breathe - Remastered Version,54,247066,0.122,0.506,0.563,0,7,0.302,-6.881,1,0.0284,137.177,4,0.246,3706
10578,ZEZE (feat. Travis Scott & Offset),91,225199,0.071,0.826,0.615,0,8,0.0965,-7.979,0,0.219,98.056,4,0.543,64903
10579,Fall,68,240000,0.379,0.928,0.675,0,5,0.0533,-3.535,1,0.0566,105.952,4,0.794,77499
10580,Waiting for You,31,230000,0.502,0.524,0.274,0.257,6,0.0924,-13.931,1,0.295,167.998,4,0.342,5992
10581,Make Me Cry,51,162973,0.587,0.551,0.357,0.000167,2,0.123,-8.132,0,0.503,184.479,4,0.494,3647
10582,Wannabe,81,173026,0.101,0.768,0.864,0,11,0.162,-6.145,1,0.0324,110.008,4,0.891,87187
10583,Cuando los Necesité,68,182739,0.721,0.849,0.616,1.49E-06,0,0.0584,-5.578,0,0.0406,109.523,3,0.963,5627
10584,Freaking Out,76,199635,0.121,0.661,0.684,0.00503,6,0.157,-6.611,1,0.0512,125.06,4,0.371,6922
10585,Unbothered,67,124954,0.269,0.645,0.485,0.00309,2,0.133,-7.098,1,0.0298,108.941,4,0.322,9677
10586,I Gotta Feeling,70,289133,0.0823,0.741,0.748,0,0,0.34,-6.299,1,0.0264,127.965,4,0.6,5456
10587,Ordinary Girl,11,230880,0.000728,0.786,0.669,0,1,0.0346,-8.273,0,0.0669,77.177,4,0.832,47262
10588,Fight Back (feat. Nevve),52,221000,0.0589,0.61,0.794,0.000239,1,0.104,-5.476,1,0.0301,90.014,4,0.249,6974
10589,Crack The Case,52,354842,0.629,0.531,0.476,0.00257,5,0.0801,-11.328,1,0.0345,130.232,4,0.239,70425
10590,Headspin,50,225750,0.255,0.714,0.433,0.736,0,0.7,-9.82,1,0.03,157.879,4,0.489,3620
10591,Hall of Fame,79,202533,0.0653,0.421,0.873,0,10,0.123,-4.343,1,0.0565,84.803,4,0.63,87309
10592,The Safety Dance,56,164866,0.0252,0.524,0.881,0,5,0.101,-4.479,1,0.0468,101.677,4,0.62,8029
10593,Dip,82,127200,0.0152,0.877,0.562,0,9,0.0933,-7.096,1,0.26,99.977,4,0.376,23170
10594,Take Ü There (feat. Kiesza),65,210000,0.0523,0.542,0.879,0,6,0.171,-1.427,0,0.0921,159.888,4,0.118,2638
10595,Trippin' (feat. Khalid),69,184720,0.0142,0.663,0.555,0.00601,1,0.423,-6.683,1,0.061,134.049,4,0.188,11895
10596,Let It Go,76,260533,0.818,0.546,0.311,1.65E-05,1,0.107,-10.396,1,0.0288,147.464,4,0.246,29145
10597,Money Right,57,200079,0.251,0.801,0.765,0,2,0.235,-5.944,1,0.167,150.002,4,0.405,61974
10598,Trouble,35,198466,0.000462,0.358,0.823,0,7,0.349,-3.409,0,0.0401,172.915,4,0.469,23867
10599,Someone New,52,222813,0.429,0.443,0.533,3.66E-06,7,0.332,-5.956,1,0.0473,183.791,4,0.596,64168
10600,Purity - Interactive Noise Remix,33,446222,0.0708,0.848,0.781,0.777,2,0.387,-7.135,1,0.0663,138.031,4,0.117,4896
10601,House Party - Arkadi Future Filth Remix,30,177000,0.00381,0.776,0.774,6.67E-05,7,0.0818,-5.702,1,0.069,120.003,4,0.337,7315
10602,Livin' the Life,31,208587,0.156,0.7,0.855,0.0333,2,0.0972,-6.909,0,0.0966,103.91,4,0.71,5841
10603,In to Win,31,216983,0.159,0.897,0.564,0.000396,2,0.381,-6.787,1,0.48,142.062,4,0.38,77284
10604,Shout,51,272560,0.725,0.458,0.89,0,10,0.833,-5.736,1,0.0841,137.382,4,0.609,8982
10605,Stay the Night,61,261640,0.755,0.746,0.422,0.117,9,0.104,-11.769,0,0.0352,93.002,4,0.604,6204
10606,Girls Need Love,75,143075,0.666,0.653,0.412,4.10E-05,6,0.125,-10.252,0,0.251,96.972,4,0.129,7246
10607,What I Am - Recorded at Spotify Studios NYC,61,235579,0.668,0.546,0.299,0.109,5,0.111,-14.999,1,0.0386,115.464,4,0.789,5533
10608,Gladiator - Instrumental,14,198000,0.0107,0.78,0.972,0.0296,6,0.1,0.119,0,0.253,137.056,4,0.958,8755
10609,Con los Pies Sobre la Tierra,34,146866,0.891,0.565,0.309,1.97E-05,2,0.0952,-7.736,1,0.0354,103.883,3,0.445,3882
10610,Te ka lali shpirt,51,184668,0.0497,0.82,0.795,0,5,0.28,-5.005,0,0.0591,127.985,4,0.913,57689
10611,"Never Recover (Lil Baby & Gunna, Drake)",89,194732,0.0716,0.757,0.69,0,1,0.192,-5.327,0,0.282,132.064,4,0.914,6161
10612,War Is Hell - Re-Recorded,37,203238,0.457,0.613,0.453,0,5,0.111,-13.595,1,0.0593,170.132,4,0.772,4525
10613,Far From Me (feat. Problem),41,204773,0.424,0.764,0.658,0,2,0.176,-7.62,1,0.461,149.894,4,0.828,4542
10614,All of Me,85,269560,0.922,0.422,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,0.331,6653
10615,Ya Layaly,22,225410,0.0136,0.628,0.811,5.52E-05,6,0.107,-6.27,1,0.0583,128.013,4,0.514,4525
10616,Hips Don't Lie,84,218093,0.284,0.778,0.824,0,10,0.405,-5.892,0,0.0712,100.024,4,0.756,5606
10617,Sometimes,68,196600,0.0197,0.639,0.699,0,9,0.0726,-6.736,1,0.0303,150.007,4,0.96,4247
10618,Quítate Tú,45,331320,0.564,0.749,0.679,0.00103,10,0.88,-5.29,1,0.0434,122.215,4,0.935,94085
10619,"Bright Lights, Big City",35,156133,0.724,0.708,0.463,0.000222,5,0.0904,-13.748,1,0.0436,117.262,4,0.961,8699
10620,Can You Get To That,14,171560,0.539,0.689,0.83,0,8,0.0882,-8.774,1,0.0954,140.732,4,0.815,8791
10621,I Know A Place,44,272813,0.137,0.685,0.9,0,5,0.2,-4.626,0,0.151,111.991,4,0.779,4323
10622,I'm the One,27,288876,0.0533,0.599,0.667,0,7,0.134,-4.267,1,0.0367,80.984,4,0.817,5561
10623,Honey,54,213061,0.785,0.612,0.365,0.000967,3,0.111,-9.973,1,0.0281,97.929,4,0.171,5299
10624,I Miss You (feat. Julia Michaels) - BLVK JVCK ReVibe,46,192261,0.142,0.584,0.494,0,5,0.143,-7.841,0,0.0541,104.683,4,0.622,17931
10625,Takes Some Time,57,129579,0.404,0.634,0.548,0.000377,8,0.0742,-8.672,0,0.0236,99.998,4,0.691,44854
10626,Red Monday,19,238346,0.142,0.614,0.915,1.34E-05,11,0.1,-3.135,1,0.177,163.896,4,0.688,6823
10627,Creep,82,238640,0.0102,0.515,0.43,0.000141,7,0.129,-9.935,1,0.0369,91.841,4,0.104,4088
10628,Under Pressure,72,233028,0.2,0.667,0.478,0,2,0.0927,-5.345,1,0.0316,113.502,4,0.337,8468
10629,Just For A Moment (feat. Iselin),24,254556,0.0169,0.539,0.778,6.68E-06,1,0.276,-6.32,0,0.0612,143.988,4,0.42,59012
10630,Vices,37,196911,0.322,0.947,0.749,0,0,0.173,-4.067,1,0.162,127.999,4,0.783,4622
10631,B Cool (feat. Melanie Faye),60,199245,0.559,0.794,0.368,0.694,8,0.0864,-12.725,1,0.0523,140.063,4,0.775,5355
10632,Apostle,46,193746,2.24E-05,0.24,0.96,2.19E-06,1,0.213,-3.31,1,0.138,149.847,4,0.235,4857
10633,White Rabbit,70,150640,0.486,0.551,0.293,0.000273,2,0.0864,-12.503,1,0.0272,106.798,4,0.322,9710
10634,Cherry Wine,65,246093,0.963,0.479,0.177,0,10,0.116,-11.266,1,0.036,124.033,3,0.136,6763
10635,Say My Name,78,271333,0.273,0.713,0.678,0,5,0.149,-3.525,0,0.102,138.009,4,0.734,71956
10636,Baila Esta Cumbia,64,161906,0.52,0.711,0.803,8.37E-06,0,0.0987,-4.58,1,0.124,182.92,4,0.787,4904
10637,Remind Me to Forget,84,217286,0.193,0.685,0.508,0,0,0.139,-6.4,1,0.0987,99.063,4,0.315,41554
10638,Your Love Could Start a War,5,208675,0.035,0.493,0.879,0.00116,4,0.343,-3.305,0,0.0737,120.066,4,0.567,84522
10639,Make Money Not Friends,47,237557,0.399,0.906,0.569,0,3,0.106,-8.376,0,0.302,93.028,4,0.925,3772
10640,Hey Ya! - Recorded at Spotify Studios NYC,54,184417,0.023,0.559,0.914,0,4,0.365,-6.869,0,0.0739,80.995,4,0.772,4960
10641,Monotonía,44,218106,0.335,0.657,0.699,0.000123,6,0.336,-6.047,0,0.0522,109.974,4,0.258,58918
10642,Sunrise,36,203242,0.0154,0.684,0.852,6.51E-05,11,0.251,-5.411,1,0.141,107.9,4,0.687,9888
10643,Common Man,60,133477,0.751,0.388,0.59,0,6,0.25,-7.173,1,0.0565,155.208,4,0.747,5699
10644,Gente De Accionar,33,172324,0.246,0.589,0.829,0,0,0.167,-5.367,0,0.122,174.984,3,0.817,3774
10645,Ramblin' Man,70,288160,0.488,0.309,0.831,0.00304,1,0.286,-8.288,1,0.036,181.145,4,0.934,3146
10646,"Jesus, etc.",63,231000,0.616,0.756,0.28,0.00033,5,0.414,-14.27,1,0.0296,109.413,4,0.695,8863
10647,I Am Not in Love Anymore,63,278958,0.261,0.541,0.619,1.24E-05,4,0.112,-7.247,0,0.0299,87.828,4,0.381,75518
10648,Un verano en Nueva York,57,298515,0.673,0.557,0.65,0.122,7,0.286,-8.897,1,0.0424,106.1,4,0.965,82930
10649,Oye Como Va,56,272546,0.743,0.696,0.728,0.0537,7,0.0835,-6.937,1,0.034,124.092,4,0.963,62666
10650,Sacrilegious,1,211436,0.32,0.773,0.508,0.102,9,0.106,-8.583,0,0.0558,133.966,4,0.496,8042
10651,Nonchalant,67,183454,0.321,0.568,0.368,0.000618,11,0.121,-12.486,0,0.447,79.697,4,0.0544,74023
10652,The Less I Know The Better,82,216320,0.0115,0.64,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785,16468
10653,Louie Louie,68,165381,0.102,0.623,0.709,0,1,0.0967,-9.818,0,0.0636,122.394,4,0.948,8069
10654,All Falls Down,69,223506,0.184,0.643,0.717,0,8,0.152,-4.876,0,0.506,90.893,4,0.46,6698
10655,Poker Face,57,237213,0.136,0.848,0.828,1.35E-06,8,0.114,-4.557,0,0.0714,119,4,0.794,6901
10656,Runner,49,205000,0.423,0.768,0.912,1.13E-05,2,0.222,-4.622,1,0.14,91.44,4,0.0873,8100
10657,Pine & Ginger,5,188653,0.0475,0.873,0.478,0.000368,10,0.0978,-8.056,0,0.164,103.995,4,0.668,7106
10658,SICKO MODE,97,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,1,0.222,155.008,4,0.446,4981
10659,Make Wild,41,195357,0.283,0.87,0.673,0.000198,7,0.152,-6.595,0,0.139,112.01,4,0.51,2660
10660,Limbo,72,224693,0.0838,0.806,0.875,0.00192,7,0.065,-3.817,1,0.088,125.063,4,0.917,9433
10661,Booty Wurk (One Cheek At a Time),63,235306,0.00931,0.786,0.689,1.14E-06,1,0.214,-6.113,1,0.315,157.935,4,0.874,28847
10662,There Is A Light That Never Goes Out - 2011 Remastered Version,72,244586,0.04,0.523,0.769,0,4,0.136,-5.855,1,0.0269,136.162,4,0.876,2860
10663,Amor (Ft. Mon Laferte) - Mtv Unplugged,74,312442,0.0339,0.597,0.818,0,9,0.978,-5.317,0,0.0472,92.869,4,0.688,8788
10664,I Kissed A Girl,63,179640,0.00223,0.699,0.76,0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,9969
10665,I Did It For My Dawgz,34,265146,0.103,0.428,0.867,0,7,0.302,-3.281,1,0.315,101.319,5,0.714,3867
10666,I Am Machine,68,200146,1.29E-05,0.402,0.97,2.62E-06,2,0.189,-4.538,0,0.0668,75.106,4,0.476,8875
10667,Que Bello,7,249704,0.263,0.656,0.466,3.06E-05,7,0.0607,-7.928,1,0.076,204.019,4,0.93,5772
10668,Wake Up,40,138701,0.00663,0.815,0.492,0,2,0.166,-9.289,1,0.327,77.005,4,0.499,3855
10669,Rolling in the Deep,60,228093,0.138,0.73,0.77,0,8,0.0473,-5.114,1,0.0298,104.948,4,0.507,24301
10670,Rose,67,200346,0.445,0.876,0.443,0,6,0.118,-6.632,1,0.324,115.048,4,0.273,8719
10671,Carnaval,0,178346,0.715,0.528,0.546,9.60E-06,9,0.112,-9.958,0,0.0247,83.528,3,0.436,8729
10672,Start Choppin',53,340186,0.00411,0.373,0.755,0.000799,2,0.0635,-7.574,1,0.103,111.813,4,0.57,7775
10673,Take You Down,73,221294,0.511,0.285,0.694,0.000128,11,0.374,-3.358,1,0.0482,170.124,4,0.163,5164
10674,I Was Just Leaving,66,178614,0.783,0.615,0.361,6.97E-06,6,0.218,-10.441,1,0.0451,135.579,4,0.434,49463
10675,Velvet Light,63,141587,0.75,0.67,0.419,0.135,6,0.0976,-10.523,0,0.0751,77.919,4,0.513,7507
10676,Light It Up (feat. Nyla & Fuse ODG) - Remix,59,166138,0.0369,0.736,0.879,0.000736,9,0.233,-3.782,0,0.0696,107.976,4,0.757,9004
10677,5 dollars,57,208293,0.424,0.726,0.654,0,2,0.0668,-6.201,1,0.0423,129.013,4,0.624,86911
10678,Thin,24,178476,0.499,0.586,0.417,0.00262,0,0.121,-9.683,1,0.0528,97.026,4,0.226,47390
10679,Caradura,48,317573,0.515,0.709,0.783,0.000123,2,0.0973,-6.669,1,0.0371,94.001,4,0.733,58161
10680,Brown Eyed Girl,26,182960,0.29,0.478,0.678,0,7,0.577,-7.032,1,0.0364,151.466,4,0.892,6901
10681,El Beso,72,179946,0.0959,0.731,0.881,7.92E-06,2,0.172,-4.318,1,0.136,103.129,4,0.612,7541
10682,Downfall (feat. Young Dolph & Lil Baby),64,265693,0.0728,0.588,0.618,0,0,0.242,-8.478,0,0.492,83.127,4,0.365,2201
10683,Gone Till November,47,207466,0.0888,0.677,0.503,1.48E-05,4,0.182,-9.027,1,0.0867,85.926,4,0.417,8856
10684,Today Is Warm,55,197031,0.993,0.312,0.211,0.84,11,0.111,-14.883,1,0.0342,100.078,4,0.158,8288
10685,Sweet Revenge,52,161866,0.613,0.577,0.419,0,7,0.361,-11.945,1,0.0374,163.942,4,0.855,4983
10686,Drive Me Home - GOLDHOUSE Remix,58,187640,0.0666,0.725,0.788,0.0389,0,0.107,-5.514,1,0.0619,100.01,4,0.351,7471
10687,Candy Coated Dreamer,38,210773,0.0126,0.722,0.653,0,0,0.267,-6.873,1,0.0359,89.99,4,0.467,7052
10688,Tell Me Tell Me,59,188257,0.000345,0.578,0.769,0.00373,0,0.25,-4.527,1,0.0866,119.859,4,0.721,79820
10689,Girls Just Want to Have Fun,51,187853,0.035,0.757,0.701,0.00228,6,0.32,-6.054,1,0.0414,120.005,4,0.739,4666
10690,Oh Honey,43,210240,0.135,0.476,0.596,7.01E-06,6,0.062,-7.334,0,0.0385,178.303,4,0.521,3347
10691,Centuries,38,228360,0.0038,0.383,0.861,0,4,0.11,-2.816,0,0.0777,176.084,4,0.48,11583
10692,Nada Fue Un Error,47,211906,0.103,0.609,0.888,0,9,0.135,-3.665,1,0.0363,138.506,4,0.834,4135
10693,ベートーヴェン:ピアノ・ソナタ 第8番 ハ短調 作品13《悲愴》 - II. ADAGIO CANTABILE,62,312573,0.995,0.376,0.00473,0.917,8,0.106,-31.879,1,0.0543,66.626,4,0.101,8266
10694,10 2 10,26,202120,0.15,0.632,0.908,0,1,0.207,-4.499,1,0.1,114.003,4,0.258,5016
10695,Magnum Cum Laude,52,209197,0.364,0.597,0.922,0,1,0.392,-3.321,1,0.295,80.605,4,0.841,6614
10696,Made That Way,54,173774,0.117,0.48,0.805,0,8,0.079,-5.448,1,0.0451,169.949,4,0.467,3320
10697,Minimal Steps,53,330710,0.933,0.507,0.089,0.887,0,0.0829,-22.759,1,0.0296,98.031,4,0.0509,5625
10698,Leave Me Alone,69,195637,0.107,0.792,0.743,0,7,0.183,-2.806,1,0.0851,150.024,4,0.742,6862
10699,Extraction Point,50,215346,0.00148,0.449,0.663,0.803,2,0.106,-10.675,1,0.0303,82.994,4,0.202,36499
10700,Noticed,91,165000,0.462,0.699,0.558,0,11,0.116,-7.622,1,0.0603,79.992,4,0.493,83388
10701,3 Days 3 Hours,58,269000,0.843,0.58,0.391,0,2,0.0368,-10.109,1,0.664,74.328,4,0.487,5358
10702,Transformer (feat. Nicki Minaj),0,196333,0.00151,0.753,0.616,7.10E-06,2,0.291,-7.34,1,0.165,156.83,4,0.287,8996
10703,Cutting Ties,72,261703,0.0099,0.788,0.601,2.30E-05,5,0.105,-6.673,1,0.0413,139.926,4,0.242,3209
10704,(Your Love Keeps Lifting Me) Higher & Higher,73,181066,0.176,0.631,0.69,0,2,0.121,-6.676,1,0.0531,94.574,4,0.938,6758
10705,Creep - Studio Version,24,221066,0.449,0.546,0.431,3.93E-05,7,0.1,-8.41,1,0.0305,93.952,4,0.12,7486
10706,So Mi So,57,245182,0.0062,0.754,0.524,0.000141,2,0.268,-13.453,1,0.0481,105.062,4,0.4,44815
10707,Best Years of My Life,55,222733,0.316,0.435,0.411,1.15E-05,7,0.111,-8.483,1,0.0383,189.677,4,0.172,3550
10708,Livin' On A Prayer,78,249293,0.0778,0.532,0.887,0.000214,0,0.294,-3.757,1,0.0335,122.511,4,0.795,7510
10709,High Groove,24,176562,0.257,0.721,0.526,0,1,0.312,-5.967,1,0.433,173.987,4,0.959,78725
10710,Passenger Side,61,221746,0.00601,0.585,0.801,8.20E-05,11,0.0865,-5.406,0,0.0995,101.987,4,0.283,3041
10711,ICONIC (ft. Jaden Smith),80,298133,0.00606,0.39,0.779,0,1,0.291,-5.612,1,0.243,175.89,4,0.213,7452
10712,Dile,49,204600,0.166,0.831,0.716,2.30E-05,9,0.0545,-7.42,1,0.119,94.027,4,0.655,43640
10713,Folsom Prison Blues,53,172026,0.716,0.728,0.679,3.65E-05,5,0.0901,-5.78,1,0.0262,101.601,4,0.869,7606
10714,I Wanna Dance with Somebody (Who Loves Me),82,291293,0.207,0.709,0.824,0.000307,1,0.0888,-8.824,1,0.0453,118.814,4,0.867,60093
10715,Chandelier,63,212300,0.835,0.514,0.206,0,5,0.114,-13.578,0,0.032,75.874,4,0.127,8057
10716,De Donde Vengo Yo,29,259786,0.0897,0.801,0.857,0,4,0.171,-4.174,1,0.275,185.958,4,0.946,6549
10717,Khali,27,304040,0.447,0.317,0.587,0,11,0.178,-7.864,0,0.0412,184.959,3,0.463,3137
10718,Rakata,64,172680,0.0352,0.743,0.787,0,1,0.0732,-5.402,1,0.262,192.117,4,0.719,18281
10719,Reward,47,167133,0.00085,0.399,0.774,0.000916,0,0.0688,-4.292,1,0.0337,159.647,4,0.848,8072
10720,Young,61,122298,0.439,0.495,0.362,1.67E-05,2,0.127,-8.737,1,0.0539,104.937,4,0.198,3734
10721,Bigger Than You (feat. Drake & Quavo),82,225893,0.247,0.888,0.515,0,1,0.446,-6.246,1,0.271,141.009,4,0.264,41054
10722,Wya?,63,124231,0.437,0.866,0.42,0,11,0.0733,-12.025,0,0.437,85.005,4,0.191,90711
10723,Tres Veces Mojado,37,169346,0.552,0.851,0.631,0,9,0.0395,-4.87,1,0.0437,108.999,4,0.962,9623
10724,DNA.,53,185946,0.00436,0.64,0.497,0,10,0.0858,-7.111,0,0.355,139.924,4,0.424,3806
10725,Jackie Chan,93,215759,0.374,0.747,0.834,0,3,0.0586,-2.867,0,0.045,128.005,4,0.687,2578
10726,Gloria - Stereo Version,52,156106,0.528,0.646,0.813,0.00786,9,0.178,-6.733,1,0.0434,129.378,4,0.711,9853
10727,PSY or DIE,7,187093,0.00209,0.484,0.756,0.314,6,0.3,-4.379,0,0.0579,139.9,4,0.239,2715
10728,The Locomotion,55,139120,0.709,0.629,0.782,0.0215,3,0.304,-9.595,1,0.0574,128.973,4,0.736,56218
10729,Why don't u know?,31,186666,0.811,0.701,0.424,0.0758,11,0.0903,-10.709,1,0.212,123.59,4,0.134,8870
10730,Dreamer,41,251147,0.0274,0.625,0.833,0,7,0.264,-5.389,0,0.0347,126.013,4,0.581,4751
10731,Jaffa Cakes,50,123200,0.377,0.647,0.545,0.554,1,0.13,-8.015,0,0.0356,150.002,4,0.299,7763
